Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31204,"Kinesiologists and other professional occupations in therapy and assessment",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31209,"Other professional occupations in health diagnosing and treating",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31300,"Nursing coordinators and supervisors",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31301,"Registered nurses and registered psychiatric nurses",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31302,"Nurse practitioners",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31303,"Physician assistants, midwives and allied health professionals",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#32100,Opticians,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32101,"Licensed practical nurses",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32102,"Paramedical occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32104,"Animal health technologists and veterinary technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32109,"Other technical occupations in therapy and assessment",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32110,Denturists,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32111,"Dental hygienists and dental therapists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32112,"Dental technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32120,"Medical laboratory technologists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32121,"Medical radiation technologists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32122,"Medical sonographers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32123,"Cardiology technologists and electrophysiological diagnostic technologists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32124,"Pharmacy technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32129,"Other medical technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32200,"Traditional Chinese medicine practitioners and acupuncturists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32201,"Massage therapists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#32209,"Other practitioners of natural healing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#33100,"Dental assistants and dental laboratory assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#33101,"Medical laboratory assistants and related technical occupations",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#33102,"Nurse aides, orderlies and patient service associates",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#33103,"Pharmacy technical assistants and pharmacy assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#33109,"Other assisting occupations in support of health services",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#40010,"Government managers - health and social policy development and program administration",0,"Management responsibilities"
#40011,"Government managers - economic analysis, policy development and program administration",0,"Management responsibilities"
#40012,"Government managers - education policy development and program administration",0,"Management responsibilities"
#40019,"Other managers in public administration",0,"Management responsibilities"
#40020,"Administrators - post-secondary education and vocational training",0,"Management responsibilities"
#40021,"School principals and administrators of elementary and secondary education",0,"Management responsibilities"
#40030,"Managers in social, community and correctional services",0,"Management responsibilities"
#40040,"Commissioned police officers and related occupations in public protection services",0,"Management responsibilities"
#40041,"Fire chiefs and senior firefighting officers",0,"Management responsibilities"
#40042,"Commissioned officers of the Canadian Armed Forces",0,"Management responsibilities"
#41100,Judges,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41101,"Lawyers and Quebec notaries",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41200,"University professors and lecturers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41201,"Post-secondary teaching and research assistants",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41210,"College and other vocational instructors",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41220,"Secondary school teachers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41221,"Elementary school and kindergarten teachers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41300,"Social workers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41301,"Therapists in counselling and related specialized therapies",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41302,"Religious leaders",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41310,"Police investigators and other investigative occupations",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41311,"Probation and parole officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41320,"Educational counsellors",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41321,"Career development practitioners and career counsellors (except education)",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41400,"Natural and applied science policy researchers, consultants and program officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41401,"Economists and economic policy researchers and analysts",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41402,"Business development officers and market researchers and analysts",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41403,"Social policy researchers, consultants and program officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41404,"Health policy researchers, consultants and program officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41405,"Education policy researchers, consultants and program officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41406,"Recreation, sports and fitness policy researchers, consultants and program officers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41407,"Program officers unique to government",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#41409,"Other professional occupations in social science",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#42100,"Police officers (except commissioned)",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42101,Firefighters,2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42102,"Specialized members of the Canadian Armed Forces",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42200,"Paralegals and related occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42201,"Social and community service workers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42202,"Early childhood educators and assistants",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42203,"Instructors of persons with disabilities",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#42204,"Religion workers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#43100,"Elementary and secondary school teacher assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43109,"Other instructors",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43200,"Sheriffs and bailiffs",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43201,"Correctional service officers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43202,"By-law enforcement and other regulatory officers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43203,"Border services, customs, and immigration officers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#43204,"Operations members of the Canadian Armed Forces",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#44100,"Home child care providers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#44101,"Home support workers, caregivers and related occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#44200,"Primary combat members of the Canadian Armed Forces",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#45100,"Student monitors, crossing guards and related occupations",5,"Short work demonstration and no formal educational requirements"
#50010,"Library, archive, museum and art gallery managers",0,"Management responsibilities"
#50011,"Managers - publishing, motion pictures, broadcasting and performing arts",0,"Management responsibilities"
#50012,"Recreation, sports and fitness program and service directors",0,"Management responsibilities"
#51100,Librarians,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51101,"Conservators and curators",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51102,Archivists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51110,Editors,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51111,"Authors and writers (except technical)",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51112,"Technical writers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51113,Journalists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51114,"Translators, terminologists and interpreters",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51120,"Producers, directors, choreographers and related occupations",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51121,"Conductors, composers and arrangers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#51122,"Musicians and singers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#52100,"Library and public archive technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52110,"Film and video camera operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52111,"Graphic arts technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52112,"Broadcast technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52113,"Audio and video recording technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52114,"Announcers and other broadcasters",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52119,"Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52120,"Graphic designers and illustrators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#52121,"Interior designers and interior decorators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#53100,"Registrars, restorers, interpreters and other occupations related to museum and art galleries",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53110,Photographers,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53111,"Motion pictures, broadcasting, photography and performing arts assistants and operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53120,Dancers,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53121,"Actors, comedians and circus performers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53122,"Painters, sculptors and other visual artists",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53123,"Theatre, fashion, exhibit and other creative designers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53124,"Artisans and craftspersons",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53125,"Patternmakers - textile, leather and fur products",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53200,Athletes,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53201,Coaches,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#53202,"Sports officials and referees",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#54100,"Program leaders and instructors in recreation, sport and fitness",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#55109,"Other performers",5,"Short work demonstration and no formal educational requirements"
#60010,"Corporate sales managers",0,"Management responsibilities"
#60020,"Retail and wholesale trade managers",0,"Management responsibilities"
#60030,"Restaurant and food service managers",0,"Management responsibilities"
#60031,"Accommodation service managers",0,"Management responsibilities"
#60040,"Managers in customer and personal services",0,"Management responsibilities"
#62010,"Retail sales supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62020,"Food service supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62021,"Executive housekeepers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62022,"Accommodation, travel, tourism and related services supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62023,"Customer and information services supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62024,"Cleaning supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62029,"Other services supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#62100,"Technical sales specialists - wholesale trade",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
